StreetAddress,CityZip,State
80576 Golf View Plaza,Albany_12247,NY
60 Warbler Court,Guilderland Center_12085,NY
44 Sutherland Crossing,Roessleville_12205,NY
4 Beilfuss Terrace,Guilderland Center_12085,NY
8333 Fairfield Road,Roessleville_12205,NY
1737 Sage Lane,Albany_12227,NY
88 Hoard Street,Rensselaerville_12147,NY
202 Fallview Trail,Rensselaerville_12147,NY
12950 Kingsford Center,Menands_12204,NY
75097 Morning Alley,Albany_12224,NY
266 Surrey Parkway,Albany_12247,NY
2676 Vera Place,Albany_12206,NY
3 Merchant Crossing,Albany_12206,NY
16761 Rutledge Court,Menands_12204,NY
3527 Hoepker Parkway,East Berne_12059,NY
5690 Bayside Road,Coeymans_12045,NY
223 Oakridge Avenue,Albany_12201,NY
6684 Autumn Leaf Way,Guilderland_12084,NY
2 Reinke Court,Albany_12204,NY
12975 Stone Corner Trail,Newtonville_12128,NY
37 Texas Center,Albany_12208,NY
99947 Meadow Vale Road,Albany_12224,NY
64 Ridgeview Junction,Albany_12207,NY
53 Esker Avenue,Newtonville_12110,NY
5 Elgar Terrace,Rensselaerville_12147,NY
9 Paget Way,Medusa_12120,NY
13885 Walton Plaza,Rensselaerville_12147,NY
41655 Merry Street,Albany_12247,NY
8 Prairie Rose Junction,Preston Hollow_12469,NY
893 Claremont Avenue,Albany_12205,NY
022 Mayfield Court,Glenmont_12077,NY
3492 Mallory Junction,Newtonville_12110,NY
59 Ramsey Plaza,Albany_12203,NY
08845 Jenifer Circle,Albany_12247,NY
4611 Fieldstone Hill,Preston Hollow_12469,NY
2118 Lukken Alley,Cohoes_12047,NY
257 Northport Junction,Preston Hollow_12469,NY
67 Scoville Junction,Albany_12223,NY
312 Westridge Plaza,Colonie_12205,NY
37133 Elgar Lane,Clarksville_12041,NY
469 Gateway Avenue,Albany_12247,NY
60 Carberry Court,Voorheesville_12186,NY
58 Roxbury Way,Albany_12208,NY
28322 Dahle Avenue,Albany_12204,NY
8852 Coleman Place,Green Island_12183,NY
6871 Everett Lane,Medusa_12120,NY
397 Huxley Park,Green Island_12183,NY
061 Gerald Park,Albany_12225,NY
32317 Tennyson Way,Albany_12209,NY
045 Rusk Junction,Coeymans Hollow_12046,NY
2726 Corry Way,Watervliet_12189,NY
4727 Mifflin Center,Albany_12224,NY
1 Dunning Alley,Albany_12225,NY
16 Truax Road,Rensselaerville_12147,NY
3521 Gerald Street,Mckownville_12203,NY
9818 Warner Lane,South Bethlehem_12161,NY
1 Farmco Center,South Bethlehem_12161,NY
64689 Carpenter Trail,Newtonville_12128,NY
2849 Sunnyside Junction,Menands_12204,NY
9904 Dottie Avenue,Ravena_12143,NY
03093 2nd Drive,Guilderland_12084,NY
17 Stephen Trail,Latham_12128,NY
62869 Mifflin Street,Albany_12247,NY
79949 East Alley,Albany_12224,NY
4 Cody Alley,Albany_12225,NY
2463 Eliot Crossing,Watervliet_12189,NY
1023 Buena Vista Road,Albany_12212,NY
89238 Starling Street,Cohoes_12047,NY
268 Cascade Court,Preston Hollow_12469,NY
5622 Continental Point,Albany_12225,NY
78176 Prentice Pass,Albany_12247,NY
4024 Transport Alley,Roessleville_12205,NY
33078 Comanche Avenue,Albany_12208,NY
0 Lerdahl Terrace,Latham_12110,NY
644 Holy Cross Pass,Albany_12208,NY
85 Sugar Pass,Albany_12211,NY
7 2nd Terrace,Albany_12226,NY
8 Haas Pass,Menands_12204,NY
9 Coleman Plaza,Selkirk_12158,NY
73 Vahlen Court,Alcove_12007,NY
7143 Everett Drive,Albany_12260,NY
44573 Sherman Alley,Albany_12247,NY
316 Mcguire Street,Mckownville_12203,NY
10390 Crescent Oaks Way,Albany_12210,NY
75 Bayside Terrace,Altamont_12009,NY
79502 Quincy Hill,Latham_12110,NY
306 Westridge Road,Albany_12224,NY
55004 Bayside Circle,Green Island_12183,NY
10 Mayfield Parkway,Green Island_12183,NY
1 Northfield Terrace,Cohoes_12047,NY
2386 Gateway Road,Albany_12211,NY
6 Messerschmidt Center,Latham_12110,NY
1630 Utah Plaza,Albany_12204,NY
2 Mayer Center,Voorheesville_12186,NY
691 Dunning Drive,Delmar_12054,NY
64370 Clyde Gallagher Park,Watervliet_12189,NY
8 Luster Junction,Albany_12208,NY
83 Sundown Crossing,Guilderland_12084,NY
26 Schurz Circle,Preston Hollow_12469,NY
87688 International Avenue,Albany_12204,NY
25 Northwestern Plaza,Coeymans_12045,NY
5317 Randy Crossing,Clarksville_12041,NY
29 Melrose Court,Watervliet_12189,NY
0170 Grim Road,Albany_12205,NY
21583 Farragut Crossing,Albany_12220,NY
5694 Brown Alley,Loudonville_12211,NY
00 Anhalt Road,Albany_12206,NY
27536 Myrtle Road,Albany_12211,NY
901 West Center,Alcove_12007,NY
381 Tennessee Plaza,Slingerlands_12159,NY
1790 Pankratz Place,Albany_12204,NY
2 Grasskamp Point,Albany_12225,NY
59 Swallow Crossing,Albany_12223,NY
57 Mariners Cove Plaza,Albany_12208,NY
700 Hintze Court,Albany_12210,NY
881 Victoria Terrace,Voorheesville_12186,NY
44 Mariners Cove Junction,Albany_12247,NY
81759 Sunbrook Trail,Delmar_12054,NY
67 Northwestern Crossing,East Berne_12059,NY
5 Arkansas Plaza,Albany_12202,NY
3158 Dixon Court,Colonie_12205,NY
138 Summerview Parkway,Preston Hollow_12469,NY
5 Texas Crossing,Troy_12183,NY
404 Schiller Park,Delmar_12054,NY
626 Prairie Rose Hill,Loudonville_12211,NY
09522 Clyde Gallagher Lane,Albany_12204,NY
28 6th Way,Glenmont_12077,NY
8 Bayside Plaza,Albany_12212,NY
938 David Point,Colonie_12205,NY
0 Dunning Trail,Rensselaerville_12147,NY
8051 Carioca Road,Ravena_12143,NY
54 Duke Plaza,Latham_12128,NY
6855 Schurz Junction,Albany_12260,NY
37479 Sunnyside Terrace,Loudonville_12211,NY
22513 Jackson Crossing,South Bethlehem_12161,NY
6066 Stone Corner Point,Selkirk_12158,NY
851 Morning Crossing,Albany_12211,NY
35 Roth Point,Newtonville_12128,NY
705 Anzinger Park,Newtonville_12110,NY
5678 Golf Course Junction,Cohoes_12047,NY
98 Manufacturers Road,Altamont_12009,NY
92 Tennessee Alley,Feura Bush_12067,NY
22043 La Follette Plaza,Albany_12224,NY
1013 Summit Road,Albany_12209,NY
16467 Melody Center,Albany_12210,NY
42 Springview Hill,Troy_12183,NY
244 Brown Park,Albany_12209,NY
20 Beilfuss Parkway,Albany_12205,NY
96 Helena Avenue,Troy_12183,NY
65581 Nevada Crossing,Albany_12224,NY
28857 Novick Trail,East Berne_12059,NY
4336 Badeau Point,Dormansville_12055,NY
2166 Dahle Street,Albany_12201,NY
96695 Anderson Center,Menands_12204,NY
9745 Bobwhite Drive,Slingerlands_12159,NY
223 Warner Junction,Guilderland_12084,NY
76150 Fordem Place,Albany_12207,NY
140 Hooker Terrace,Voorheesville_12186,NY
206 Arapahoe Center,Albany_12224,NY
74865 Mitchell Pass,Albany_12247,NY
1774 Carberry Crossing,Green Island_12183,NY
64 Old Gate Point,Albany_12208,NY
02362 Badeau Lane,Berne_12023,NY
279 Magdeline Avenue,East Berne_12059,NY
123 Emmet Place,Albany_12203,NY
62614 Ryan Place,South Bethlehem_12161,NY
129 Buena Vista Avenue,Mckownville_12203,NY
627 Milwaukee Place,Alcove_12007,NY
8651 Debs Avenue,Clarksville_12041,NY
6 Everett Terrace,Albany_12223,NY
6 Daystar Avenue,Guilderland Center_12085,NY
670 Tony Parkway,Siena_12211,NY
3 Elgar Place,Medusa_12120,NY
55 Montana Street,Feura Bush_12067,NY
7157 Dakota Point,Albany_12226,NY
78868 Stephen Avenue,Colonie_12205,NY
07334 Michigan Lane,Albany_12212,NY
439 Hayes Crossing,Delmar_12054,NY
53 Johnson Avenue,Albany_12206,NY
57547 Northland Way,Ravena_12143,NY
0 Chinook Junction,Albany_12205,NY
40 Butternut Road,Albany_12207,NY
5 Havey Park,South Bethlehem_12161,NY
65 Shopko Park,Albany_12207,NY
9 Talisman Center,Menands_12204,NY
91 Fairfield Way,Albany_12208,NY
3173 Texas Lane,Latham_12110,NY
64 Morningstar Place,Albany_12224,NY
053 Dakota Road,Rensselaerville_12147,NY
7 Loftsgordon Court,Dormansville_12055,NY
765 Cottonwood Drive,Albany_12260,NY
41 Merry Park,Clarksville_12041,NY
19694 Briar Crest Parkway,Albany_12209,NY
63374 Hoard Place,Albany_12260,NY
42 Fair Oaks Road,Feura Bush_12067,NY
402 Melrose Way,Latham_12128,NY
9 Jana Center,Albany_12260,NY
31 Portage Place,Coeymans_12045,NY
185 Golden Leaf Avenue,Albany_12226,NY
19 Doe Crossing Place,Albany_12260,NY
8745 Hanson Park,Albany_12202,NY
204 Schmedeman Terrace,Alcove_12007,NY
14431 Chive Junction,Slingerlands_12159,NY
9 Hermina Lane,Preston Hollow_12469,NY
73081 Hagan Hill,Albany_12209,NY
51 Butternut Street,Troy_12183,NY
4 Sommers Way,Albany_12260,NY
90790 Delaware Hill,Guilderland Center_12085,NY
9685 Golf Course Terrace,Slingerlands_12159,NY
95 Green Ridge Place,Albany_12210,NY
3 Claremont Park,Watervliet_12189,NY
6 Marquette Park,Menands_12204,NY
546 Dorton Center,Albany_12224,NY
443 Mallory Plaza,Alcove_12007,NY
5035 1st Parkway,Glenmont_12077,NY
227 Del Sol Alley,Altamont_12009,NY
43 Manitowish Way,Newtonville_12128,NY
452 Prairie Rose Avenue,Feura Bush_12067,NY
6 Village Green Alley,Knox_12107,NY
2347 5th Point,Albany_12210,NY
7 Corry Place,Albany_12210,NY
4279 Veith Way,Siena_12211,NY
4722 Fisk Road,Albany_12227,NY
743 Crowley Court,Albany_12203,NY
71 Portage Park,Albany_12205,NY
25408 Declaration Park,Selkirk_12158,NY
57764 Evergreen Lane,Albany_12226,NY
574 Bunting Drive,Alcove_12007,NY
6100 3rd Pass,Latham_12128,NY
30 Charing Cross Place,Preston Hollow_12469,NY
52940 Menomonie Alley,Albany_12210,NY
71 Eagle Crest Lane,Albany_12224,NY
8577 Schmedeman Park,Albany_12225,NY
869 Twin Pines Road,Cohoes_12047,NY
35 Manley Parkway,Albany_12204,NY
202 Cody Plaza,Knox_12107,NY
8 Jenifer Court,Troy_12183,NY
9186 Lakewood Point,Latham_12110,NY
630 Heffernan Drive,Albany_12210,NY
92493 Anzinger Court,Albany_12210,NY
68 Troy Crossing,Albany_12210,NY
5 Amoth Street,Rensselaerville_12147,NY
6275 Shelley Plaza,East Berne_12059,NY
70009 Lillian Trail,Coeymans_12045,NY
1974 Anhalt Park,South Bethlehem_12161,NY
4858 Havey Lane,Albany_12208,NY
27006 Clarendon Circle,Watervliet_12189,NY
39304 Grover Trail,Green Island_12183,NY
32866 Brickson Park Street,Albany_12226,NY
7 Raven Park,Delmar_12054,NY
34482 Waxwing Pass,Albany_12226,NY
7 Crescent Oaks Way,Albany_12206,NY
3896 Farwell Junction,Albany_12209,NY
7820 Lerdahl Junction,Feura Bush_12067,NY
76085 Westport Hill,Altamont_12009,NY
59 Mccormick Trail,Coeymans Hollow_12046,NY
02698 Hanover Court,Alcove_12007,NY
34370 Merchant Junction,Voorheesville_12186,NY
5 Buena Vista Park,Albany_12223,NY
6 Stephen Circle,Guilderland Center_12085,NY
99 Mesta Way,Albany_12208,NY
14 Brentwood Drive,Albany_12202,NY
152 Larry Court,Siena_12211,NY
0123 Mosinee Park,Albany_12226,NY
32 Loftsgordon Crossing,Albany_12204,NY
92 Fremont Trail,Selkirk_12158,NY
78520 Longview Center,Loudonville_12211,NY
579 Springview Way,Loudonville_12211,NY
3 Thompson Lane,Albany_12208,NY
8731 Longview Pass,Slingerlands_12159,NY
7231 Bellgrove Alley,Roessleville_12205,NY
737 Dovetail Place,Delmar_12054,NY
52 3rd Way,Albany_12204,NY
2417 Mallory Point,Rensselaerville_12147,NY
596 Fair Oaks Terrace,Watervliet_12189,NY
8 Fisk Center,Coeymans Hollow_12046,NY
9915 Ohio Road,Slingerlands_12159,NY
24905 Summit Court,Newtonville_12128,NY
13 Parkside Terrace,Loudonville_12211,NY
1515 Debra Junction,Menands_12204,NY
27758 Burning Wood Avenue,Albany_12224,NY
9 Dapin Plaza,Albany_12226,NY
4983 Vidon Pass,Albany_12260,NY
2 Muir Crossing,Albany_12202,NY
5769 Moland Terrace,Albany_12223,NY
6559 Hanson Trail,Albany_12227,NY
83315 Arapahoe Parkway,Albany_12220,NY
401 Dryden Parkway,Latham_12110,NY
474 Spaight Circle,Albany_12201,NY
99587 Fairview Circle,Colonie_12205,NY
68453 Vermont Park,Menands_12204,NY
621 Dapin Way,Preston Hollow_12469,NY
8 Harper Alley,Albany_12209,NY
928 Summit Street,Glenmont_12077,NY
6562 Mallory Lane,Alcove_12007,NY
85 Claremont Parkway,Guilderland Center_12085,NY
5862 Sutherland Avenue,Knox_12107,NY
5 Parkside Avenue,Albany_12212,NY
84 Springs Drive,Albany_12208,NY
5 Chinook Circle,Newtonville_12110,NY
274 Towne Hill,Albany_12203,NY
50804 Clarendon Place,Rensselaerville_12147,NY
10451 Springview Park,Guilderland_12084,NY
6 Maywood Place,Albany_12260,NY
5 Independence Terrace,Latham_12128,NY
688 Armistice Trail,Dormansville_12055,NY
435 Pearson Crossing,Newtonville_12110,NY
28656 Lighthouse Bay Park,Delmar_12054,NY
5 Tony Crossing,Troy_12183,NY
50 Jenna Parkway,Albany_12227,NY
5268 Green Ridge Lane,Berne_12023,NY
56 6th Way,Albany_12247,NY
1249 Bartelt Crossing,Guilderland Center_12085,NY
7442 Sutteridge Court,Glenmont_12077,NY
2 Brickson Park Alley,Preston Hollow_12469,NY
7328 Swallow Pass,Green Island_12183,NY
4 Village Green Avenue,Albany_12206,NY
8108 Annamark Court,Alcove_12007,NY
4742 Schurz Terrace,Albany_12202,NY
801 Merchant Lane,Colonie_12205,NY
9412 Monica Circle,Guilderland Center_12085,NY
3630 Scofield Circle,Delmar_12054,NY
6611 Starling Plaza,Albany_12207,NY
2133 Merry Plaza,Albany_12208,NY
56 Blue Bill Park Alley,Delmar_12054,NY
9446 Nancy Junction,Newtonville_12110,NY
7077 Steensland Point,Guilderland_12084,NY
95 Forest Dale Park,Altamont_12009,NY
033 Hoepker Center,Albany_12223,NY
568 Crescent Oaks Drive,Latham_12128,NY
73 Springview Trail,Newtonville_12128,NY
1 Melvin Crossing,Roessleville_12205,NY
1297 Lukken Drive,Albany_12227,NY
58418 Spohn Park,Loudonville_12211,NY
28792 3rd Circle,Coeymans_12045,NY
36 John Wall Alley,Alcove_12007,NY
84 Onsgard Street,Albany_12205,NY
80 Rutledge Junction,Menands_12204,NY
24699 Golden Leaf Court,Albany_12247,NY
7 Forest Alley,Albany_12226,NY
99113 Haas Drive,Troy_12183,NY
773 Burning Wood Hill,Voorheesville_12186,NY
60928 4th Alley,Albany_12223,NY
2 Delaware Park,Altamont_12009,NY
012 Norway Maple Point,Medusa_12120,NY
02607 Bultman Court,Mckownville_12203,NY
86378 Atwood Park,Berne_12023,NY
00 Bluestem Crossing,Altamont_12009,NY
73 Erie Alley,Feura Bush_12067,NY
76 Mayer Terrace,Clarksville_12041,NY
7496 Grasskamp Terrace,Albany_12210,NY
4923 Wayridge Drive,Albany_12206,NY
6464 Fair Oaks Lane,Clarksville_12041,NY
6 Crescent Oaks Junction,Latham_12110,NY
2591 Delaware Crossing,Albany_12205,NY
66 Annamark Hill,Mckownville_12203,NY
67 La Follette Parkway,Albany_12247,NY
48081 Texas Trail,Delmar_12054,NY
8 Nobel Trail,Coeymans Hollow_12046,NY
111 Arapahoe Crossing,Ravena_12143,NY
123 School Place,Ravena_12143,NY
2 Westend Park,Latham_12110,NY
16 Sachtjen Hill,Albany_12224,NY
3368 East Trail,Watervliet_12189,NY
3430 Raven Plaza,East Berne_12059,NY
4969 Columbus Point,Albany_12225,NY
7658 Scoville Plaza,Colonie_12205,NY
7127 Onsgard Alley,South Bethlehem_12161,NY
669 Merchant Plaza,Albany_12203,NY
0 Coleman Crossing,Guilderland_12084,NY
701 Hooker Parkway,Albany_12208,NY
61 Montana Plaza,Ravena_12143,NY
0 Anniversary Drive,Slingerlands_12159,NY
39391 Rigney Lane,Roessleville_12205,NY
90 Holy Cross Park,Berne_12023,NY
86980 Glacier Hill Junction,Loudonville_12211,NY
93 Susan Park,Slingerlands_12159,NY
64599 Pennsylvania Crossing,Knox_12107,NY
3121 Calypso Way,Preston Hollow_12469,NY
2 John Wall Hill,Guilderland_12084,NY
536 Northland Circle,Coeymans_12045,NY
01460 Barby Alley,Albany_12209,NY
69 Dapin Hill,Siena_12211,NY
9 Knutson Way,Mckownville_12203,NY
4 Lillian Road,Altamont_12009,NY
643 Westerfield Point,Knox_12107,NY
6376 Lien Terrace,East Berne_12059,NY
6 Fisk Drive,Feura Bush_12067,NY
46 Boyd Drive,Newtonville_12110,NY
4 Rigney Circle,Troy_12183,NY
24 Derek Pass,Troy_12183,NY
0 Golden Leaf Lane,Albany_12211,NY
11202 Sundown Lane,Altamont_12009,NY
71 Corscot Place,Cohoes_12047,NY
2888 Valley Edge Place,Altamont_12009,NY
08 Kipling Lane,Guilderland Center_12085,NY
37 Grayhawk Lane,Altamont_12009,NY
26 Superior Lane,Albany_12203,NY
59085 Carpenter Terrace,Coeymans Hollow_12046,NY
440 Lakewood Gardens Lane,Newtonville_12110,NY
8 Daystar Pass,Glenmont_12077,NY
9 Barby Terrace,Berne_12023,NY
1 Mesta Road,Albany_12206,NY
8369 Hallows Pass,Albany_12208,NY
32 Maywood Pass,Albany_12210,NY
0 Hayes Avenue,Watervliet_12189,NY
6804 Waywood Way,Preston Hollow_12469,NY
33373 Monterey Plaza,Albany_12223,NY
32 Prairieview Street,Latham_12110,NY
15130 Center Junction,Albany_12223,NY
91 Hollow Ridge Hill,Albany_12206,NY
658 Jackson Street,Albany_12260,NY
4 Iowa Junction,Clarksville_12041,NY
2281 Kinsman Parkway,Albany_12201,NY
74 Burrows Circle,Altamont_12009,NY
19711 Mosinee Lane,Medusa_12120,NY
9678 Continental Trail,Medusa_12120,NY
78239 Eastwood Crossing,Selkirk_12158,NY
82695 Nevada Crossing,Green Island_12183,NY
7193 Ilene Lane,Medusa_12120,NY
49600 Service Circle,Albany_12247,NY
19163 Lukken Road,Albany_12209,NY
70172 Truax Avenue,Ravena_12143,NY
562 Jenna Alley,Preston Hollow_12469,NY
83976 Dakota Plaza,Selkirk_12158,NY
33782 Brickson Park Court,Dormansville_12055,NY
25702 Ridgeview Point,Loudonville_12211,NY
8 Merrick Lane,Albany_12225,NY
80143 Holmberg Drive,Albany_12202,NY
90993 Acker Lane,Albany_12203,NY
93254 Coolidge Parkway,Albany_12202,NY
34853 Glacier Hill Lane,Albany_12247,NY
67906 Ludington Crossing,Altamont_12009,NY
6036 Dexter Circle,Mckownville_12203,NY
61901 Del Sol Hill,Albany_12226,NY
2 2nd Parkway,Watervliet_12189,NY
2571 Bayside Court,Colonie_12205,NY
8 Thackeray Place,Albany_12224,NY
202 Sycamore Place,Latham_12128,NY
49952 Almo Hill,Medusa_12120,NY
314 Meadow Valley Junction,Latham_12110,NY
68 Summit Way,Albany_12203,NY
666 Carey Crossing,Selkirk_12158,NY
36 Ilene Road,Latham_12128,NY
63 Mayfield Street,Latham_12110,NY
4 Nevada Park,Berne_12023,NY
434 Gulseth Parkway,Albany_12220,NY
443 Sage Pass,Albany_12203,NY
0 Laurel Park,Coeymans_12045,NY
65011 Springview Hill,South Bethlehem_12161,NY
25 Derek Parkway,Feura Bush_12067,NY
58 Troy Plaza,Albany_12207,NY
35718 Talmadge Park,Albany_12226,NY
94 Susan Avenue,Albany_12210,NY
7 Armistice Junction,Albany_12208,NY
91985 Ryan Crossing,Albany_12260,NY
09205 Mifflin Road,Guilderland_12084,NY
7 Stone Corner Park,Newtonville_12128,NY
55395 Debs Place,Mckownville_12203,NY
3 Barnett Center,Voorheesville_12186,NY
36534 Carey Court,Albany_12209,NY
3 Farmco Plaza,Albany_12224,NY
5072 Longview Drive,Albany_12202,NY
3 Hudson Parkway,Ravena_12143,NY
3 Bowman Park,Siena_12211,NY
64259 Raven Crossing,East Berne_12059,NY
2502 Judy Court,Guilderland Center_12085,NY
23 Bobwhite Hill,Voorheesville_12186,NY
80 Twin Pines Court,Ravena_12143,NY
60625 Southridge Lane,Albany_12260,NY
27 Cardinal Crossing,Albany_12206,NY
41490 Main Way,Cohoes_12047,NY
57 Bunting Plaza,Guilderland Center_12085,NY
42619 Tony Place,Albany_12260,NY
29605 Old Gate Avenue,Siena_12211,NY
3 Columbus Lane,Albany_12260,NY
5 Lawn Terrace,Albany_12260,NY
8395 Menomonie Pass,South Bethlehem_12161,NY
06 Rusk Drive,Feura Bush_12067,NY
33 Bluestem Pass,Glenmont_12077,NY
31 American Way,Colonie_12205,NY
3 Waxwing Road,Latham_12128,NY
7307 Southridge Pass,Preston Hollow_12469,NY
903 Blackbird Hill,Albany_12223,NY
9 Bartelt Avenue,Albany_12220,NY
5629 Ronald Regan Avenue,Feura Bush_12067,NY
86 Monica Crossing,Troy_12183,NY
9 Jackson Street,Albany_12227,NY
60410 Golf Course Circle,Medusa_12120,NY
57 Oriole Pass,Troy_12183,NY
832 Chinook Pass,Albany_12204,NY
29 Katie Parkway,Berne_12023,NY
3 Helena Pass,Albany_12211,NY
3509 Menomonie Street,Albany_12225,NY
1202 Lien Crossing,Newtonville_12128,NY
4001 Pennsylvania Street,Watervliet_12189,NY
6023 Troy Avenue,Albany_12210,NY
3722 Badeau Pass,Preston Hollow_12469,NY
751 Melby Parkway,Delmar_12054,NY
04585 Buell Avenue,Medusa_12120,NY
448 Stang Park,Albany_12223,NY
7062 Atwood Hill,Albany_12226,NY
2 Lunder Park,Albany_12220,NY
60 Kings Park,Albany_12212,NY
9581 Green Point,Voorheesville_12186,NY
95615 Bunting Circle,Guilderland Center_12085,NY
6 7th Place,Slingerlands_12159,NY
56 Acker Hill,Glenmont_12077,NY
57427 Hayes Hill,Selkirk_12158,NY
7538 Kropf Pass,Alcove_12007,NY
5308 Roxbury Park,Albany_12203,NY
7920 Sugar Way,Siena_12211,NY
785 Welch Circle,Albany_12220,NY
7789 Hollow Ridge Junction,Medusa_12120,NY
45197 Karstens Parkway,Latham_12110,NY
47 Warbler Parkway,Loudonville_12211,NY
2 Muir Street,Albany_12206,NY
066 Carberry Lane,Albany_12223,NY
14749 Grayhawk Lane,Albany_12201,NY
906 Moland Plaza,Alcove_12007,NY
3179 Springview Lane,Glenmont_12077,NY
4 Linden Way,Preston Hollow_12469,NY
8379 Clarendon Court,Albany_12211,NY
06 Buhler Junction,Guilderland_12084,NY
1 Anniversary Lane,Albany_12203,NY
4422 Sheridan Road,East Berne_12059,NY
230 Merry Lane,Albany_12201,NY
692 Moose Court,Albany_12205,NY
1562 Cherokee Park,Newtonville_12128,NY
72053 Briar Crest Court,Ravena_12143,NY
1779 Fuller Junction,Albany_12204,NY
49663 New Castle Parkway,Selkirk_12158,NY
480 Norway Maple Trail,Berne_12023,NY
96572 Kinsman Place,Watervliet_12189,NY
780 Red Cloud Place,Siena_12211,NY
77 Golden Leaf Hill,Coeymans Hollow_12046,NY
36 Farwell Way,Cohoes_12047,NY
56 Dawn Center,Rensselaerville_12147,NY
86991 Eliot Street,Albany_12202,NY
2 Evergreen Junction,Troy_12183,NY
6978 Menomonie Hill,South Bethlehem_12161,NY
39941 Rutledge Lane,Albany_12209,NY
7 Susan Circle,Loudonville_12211,NY
1 Heath Terrace,Albany_12247,NY
12 Pawling Place,Albany_12212,NY
7 Forster Crossing,Albany_12211,NY
0 Lerdahl Court,Loudonville_12211,NY
08 Evergreen Place,Siena_12211,NY
7 Laurel Crossing,Guilderland_12084,NY
68643 Tony Alley,Selkirk_12158,NY
57 Dayton Lane,Siena_12211,NY
6532 Fieldstone Way,Albany_12208,NY
18175 Maywood Alley,Albany_12227,NY
09 Spenser Trail,Albany_12206,NY
916 Logan Drive,Siena_12211,NY
78 Tomscot Lane,Albany_12206,NY
96 Laurel Hill,Alcove_12007,NY
96 Jay Plaza,Albany_12211,NY
6 Bluestem Plaza,Loudonville_12211,NY
6165 Loftsgordon Pass,Feura Bush_12067,NY
7 Marcy Court,Troy_12183,NY
89 Cascade Road,Troy_12183,NY
93055 Coolidge Circle,Albany_12208,NY
948 Northview Way,Albany_12204,NY
7709 Carberry Road,Coeymans_12045,NY
7930 Manitowish Junction,Rensselaerville_12147,NY
133 Hollow Ridge Crossing,Albany_12210,NY
228 Myrtle Alley,Delmar_12054,NY
57636 Utah Plaza,Glenmont_12077,NY
1941 Fairfield Terrace,East Berne_12059,NY
2025 Merry Avenue,Newtonville_12110,NY
7433 Weeping Birch Court,Troy_12183,NY
3 Morning Way,Berne_12023,NY
9 Harper Crossing,Preston Hollow_12469,NY
83 Roth Alley,Colonie_12205,NY
19 Schlimgen Road,Albany_12207,NY
56141 Pepper Wood Circle,Albany_12209,NY
0 Derek Plaza,Colonie_12205,NY
5 Hintze Street,Albany_12247,NY
03888 Stephen Place,Albany_12247,NY
10 Melby Circle,Glenmont_12077,NY
32 Iowa Place,Coeymans Hollow_12046,NY
8822 Anzinger Hill,Albany_12202,NY
8 Cherokee Parkway,Newtonville_12128,NY
43140 Crescent Oaks Avenue,Latham_12110,NY
6388 Dovetail Road,Menands_12204,NY
271 Autumn Leaf Center,Albany_12260,NY
201 Oak Pass,Altamont_12009,NY
4296 Longview Crossing,Albany_12227,NY
77496 Buhler Court,Rensselaerville_12147,NY
46964 Hintze Terrace,Colonie_12205,NY
89850 International Court,Voorheesville_12186,NY
6 Clove Pass,Altamont_12009,NY
814 Norway Maple Parkway,Albany_12227,NY
5 Kings Plaza,Albany_12223,NY
05 Buena Vista Avenue,Albany_12227,NY
4 Prentice Center,Albany_12210,NY
076 Tennessee Point,Coeymans_12045,NY
339 Scofield Terrace,East Berne_12059,NY
88 Quincy Road,Colonie_12205,NY
78048 Schlimgen Circle,Slingerlands_12159,NY
7950 Haas Hill,Altamont_12009,NY
13 Everett Trail,Albany_12227,NY
7475 Heffernan Hill,Guilderland Center_12085,NY
18 Kinsman Avenue,Dormansville_12055,NY
51161 Mendota Hill,Albany_12209,NY
21 Northwestern Avenue,Albany_12205,NY
26 Cascade Court,Albany_12224,NY
5 Derek Park,Albany_12227,NY
2 Lien Lane,Newtonville_12128,NY
41 Meadow Vale Drive,Albany_12209,NY
54 Mallard Parkway,Albany_12247,NY
56929 Anderson Hill,Guilderland_12084,NY
285 Melby Avenue,Cohoes_12047,NY
3 6th Point,Latham_12128,NY
4 Welch Junction,Ravena_12143,NY
864 Green Ridge Park,Berne_12023,NY
4375 Cambridge Street,Medusa_12120,NY
0762 Golf Course Plaza,Green Island_12183,NY
8 Main Lane,Glenmont_12077,NY
05468 Corben Plaza,Green Island_12183,NY
6 Eliot Trail,Latham_12110,NY
59260 Lighthouse Bay Park,Delmar_12054,NY
914 Steensland Drive,Albany_12206,NY
9553 Marcy Point,Albany_12209,NY
000 Fuller Center,Albany_12227,NY
6146 Lillian Parkway,South Bethlehem_12161,NY
833 Meadow Valley Junction,Albany_12207,NY
05 Clemons Avenue,Newtonville_12110,NY
27 Wayridge Avenue,Albany_12212,NY
18 Reinke Terrace,Loudonville_12211,NY
44 Forest Terrace,Delmar_12054,NY
86158 Lunder Court,Albany_12202,NY
329 Elgar Terrace,Roessleville_12205,NY
6 Petterle Court,Albany_12210,NY
99535 Mitchell Alley,Clarksville_12041,NY
4 Oneill Point,South Bethlehem_12161,NY
13454 Badeau Point,Guilderland_12084,NY
82 Merry Hill,Troy_12183,NY
5 Hoard Terrace,Voorheesville_12186,NY
32043 Sunbrook Trail,Latham_12110,NY
3759 Lindbergh Trail,Clarksville_12041,NY
7 Arizona Road,Albany_12247,NY
